Date,Product,Region,Sales,Customer_Age,Customer_Gender,Customer_Satisfaction
2023-04-18,Widget C,East,835,56,Female,1.4522118713380405
2023-04-19,Widget D,East,672,68,Male,4.029700413493299
2023-04-20,Widget C,North,221,29,Male,4.030193572533485
2023-04-21,Widget D,East,376,32,Female,4.239081615589049
2023-04-22,Widget A,West,657,48,Male,4.546461955957422
2023-04-23,Widget D,North,552,31,Male,2.052144710155721
2023-04-24,Widget A,North,489,28,Female,1.8982378770755854
2023-04-25,Widget D,North,393,43,Male,2.862022666109919
2023-04-26,Widget D,North,673,59,Female,2.0603566750081446
2023-04-27,Widget B,West,697,44,Male,3.93723995593243
2023-04-28,Widget A,North,545,28,Male,3.5437583069657346
2023-04-29,Widget B,East,309,55,Male,4.499950752210606
2023-04-30,Widget A,West,689,51,Female,1.3309532139482863
2023-05-01,Widget B,South,813,60,Female,4.660333333432299
2023-05-02,Widget C,South,401,36,Female,2.173394506680358
2023-05-03,Widget D,East,322,23,Female,2.962777383707936
2023-05-04,Widget A,East,833,63,Male,2.7544457437585748
2023-05-05,Widget A,West,102,69,Female,4.041246604417696
2023-05-06,Widget D,South,617,55,Female,2.68133323772737
2023-05-07,Widget A,South,192,66,Female,4.774212582597638
2023-05-08,Widget A,South,619,59,Male,4.610135530554302
2023-05-09,Widget B,South,527,45,Male,4.488644607878026
2023-05-10,Widget A,South,592,18,Female,1.2850333305929116
2023-05-11,Widget C,North,334,52,Female,4.417032246215758
2023-05-12,Widget C,East,719,57,Male,4.126541781772842
2023-05-13,Widget D,North,260,25,Female,1.414051788024524
2023-05-14,Widget A,South,820,69,Female,1.4296573017448875
2023-05-15,Widget D,West,851,64,Female,1.4046552460701647
2023-05-16,Widget C,West,430,24,Female,1.0453303728179502
2023-05-17,Widget A,South,432,28,Male,3.1945372207783342
2023-05-18,Widget A,South,149,56,Male,4.893577165744173
2023-05-19,Widget D,West,622,21,Male,2.754738811599174
2023-05-20,Widget C,North,962,42,Female,3.1630300075494255
2023-05-21,Widget A,North,767,29,Female,4.871879187079822
2023-05-22,Widget D,South,591,43,Male,2.0207289150969228
2023-05-23,Widget C,North,681,55,Male,4.433881010393051
2023-05-24,Widget D,West,780,63,Male,3.1855618688469445
2023-05-25,Widget B,North,371,29,Female,3.277906058652043
2023-05-26,Widget A,South,679,60,Male,2.372695428829134
2023-05-27,Widget B,West,966,68,Female,3.2463374438676325
2023-05-28,Widget C,North,351,54,Female,1.2925700379131357
2023-05-29,Widget B,East,659,63,Male,4.058574290456448
2023-05-30,Widget B,West,795,41,Male,2.1387510461770867
2023-05-31,Widget C,West,931,33,Female,4.55043331797582
2023-06-01,Widget D,East,798,30,Male,2.471402778429834
2023-06-02,Widget B,East,189,42,Male,1.5712964419475304
2023-06-03,Widget D,West,545,69,Female,3.78352629747394
2023-06-04,Widget B,East,431,21,Female,1.6583125788540114
2023-06-05,Widget D,South,238,28,Female,4.014722062171962
2023-06-06,Widget C,South,456,49,Female,4.872448945624466
2023-06-07,Widget B,South,700,66,Female,4.118211475181047
2023-06-08,Widget C,West,373,24,Male,1.0897969937252987
2023-06-09,Widget B,East,118,63,Female,3.399543152211099
2023-06-10,Widget C,East,410,28,Female,3.7816426838788972
2023-06-11,Widget C,North,969,45,Female,4.301833303185141
2023-06-12,Widget B,North,985,58,Male,1.2240092357560006
2023-06-13,Widget B,East,253,40,Female,2.9204313118091454
2023-06-14,Widget B,East,489,62,Female,3.1414834905535773
2023-06-15,Widget A,East,359,40,Female,1.6764994505767121
2023-06-16,Widget D,West,719,67,Male,2.2897992388425985
2023-06-17,Widget A,East,982,45,Female,2.7608869050246607
2023-06-18,Widget A,North,896,60,Female,4.332838751831206
2023-06-19,Widget C,West,670,64,Female,4.717630264280828
2023-06-20,Widget B,East,224,43,Male,3.5136913156706915
2023-06-21,Widget D,North,453,42,Male,2.5797807440858485
2023-06-22,Widget C,West,372,46,Male,2.016124071195944
2023-06-23,Widget A,East,718,36,Male,4.928540737744601
2023-06-24,Widget B,East,910,50,Female,4.932079992305434
2023-06-25,Widget C,East,344,53,Female,4.699907792940139
2023-06-26,Widget B,West,947,31,Male,4.142676599511277
2023-06-27,Widget C,North,549,31,Male,2.303118174982473
2023-06-28,Widget B,North,346,52,Female,4.268001933990522
2023-06-29,Widget A,South,619,47,Female,2.6351720690846903
2023-06-30,Widget D,East,240,45,Male,2.3070923926201807
2023-07-01,Widget A,South,461,34,Male,3.979461433865118
2023-07-02,Widget D,South,107,20,Male,1.3186157104816916
2023-07-03,Widget B,North,577,33,Male,1.1942508931826468
2023-07-04,Widget C,West,451,63,Female,2.7918147887247424
2023-07-05,Widget A,West,594,47,Male,2.7825552032886476
2023-07-06,Widget D,North,705,69,Male,4.582576612255339
2023-07-07,Widget A,West,932,46,Female,1.5046123851512672
2023-07-08,Widget D,South,526,62,Female,1.4931357098096512
2023-07-09,Widget A,East,138,32,Female,1.5898104018996047
2023-07-10,Widget D,North,692,63,Female,1.1189450451784104
2023-07-11,Widget D,East,286,42,Female,1.2869269512596335
2023-07-12,Widget B,West,695,68,Male,3.639479467316156
2023-07-13,Widget D,East,699,55,Male,2.726337316470037
2023-07-14,Widget B,West,853,59,Male,4.0544122683520545
2023-07-15,Widget D,West,953,64,Female,4.970390874326641
2023-07-16,Widget C,South,192,69,Male,3.6361387243960053
2023-07-17,Widget C,West,185,55,Female,1.201822282480495
2023-07-18,Widget C,South,143,40,Male,1.418251459017366
2023-07-19,Widget D,South,236,42,Male,4.524016339258831
2023-07-20,Widget B,South,520,59,Female,3.109983778233046
2023-07-21,Widget B,North,173,24,Female,4.29934863758296
2023-07-22,Widget D,North,647,39,Male,4.426449344899704
2023-07-23,Widget C,West,712,34,Male,4.7106981659980764
2023-07-24,Widget C,South,611,35,Male,4.799316821945463
2023-07-25,Widget B,North,255,66,Male,3.219303186013225
2023-07-26,Widget C,South,354,58,Male,2.3640806890241355
2023-07-27,Widget A,East,270,27,Female,4.847459497391995
2023-07-28,Widget B,East,827,27,Female,3.189625624004901
2023-07-29,Widget C,East,269,24,Female,1.2570108918184442
2023-07-30,Widget B,West,863,65,Female,3.57110620023946
2023-07-31,Widget A,South,971,67,Male,3.350739001580043
2023-08-01,Widget B,East,421,55,Male,4.583171491578824
2023-08-02,Widget B,North,666,44,Female,3.61274875663125
2023-08-03,Widget B,East,555,69,Male,2.3962096978462055
2023-08-04,Widget B,East,702,50,Female,4.864902902823282
2023-08-05,Widget A,East,889,18,Male,4.206477943928134
2023-08-06,Widget D,West,712,61,Male,3.5216704735254174
2023-08-07,Widget B,North,254,51,Male,2.1717008136124916
2023-08-08,Widget B,South,988,21,Female,2.494161185257182
2023-08-09,Widget C,North,448,34,Female,3.6798796963866267
2023-08-10,Widget B,South,550,21,Female,1.2879232738532869
2023-08-11,Widget C,West,975,60,Female,2.026722366601054
2023-08-12,Widget D,West,752,43,Male,3.855603733586392
2023-08-13,Widget A,West,272,21,Male,2.9200740393784836
2023-08-14,Widget A,West,109,18,Male,2.6095742592577205
2023-08-15,Widget D,South,839,24,Male,1.605830489601658
2023-08-16,Widget A,East,364,47,Female,2.7673961379109304
2023-08-17,Widget D,South,537,67,Male,4.082767883040935
2023-08-18,Widget D,North,859,26,Male,2.056051384287572
2023-08-19,Widget D,West,346,52,Male,1.0215941687347097
2023-08-20,Widget A,West,766,25,Female,3.6740196046039313
2023-08-21,Widget C,North,645,41,Female,4.89050641773021
2023-08-22,Widget D,South,598,36,Female,3.4273062543543316
2023-08-23,Widget B,East,228,53,Male,1.4796874357085206
2023-08-24,Widget A,East,771,67,Female,2.2829323693786923
2023-08-25,Widget D,North,700,69,Male,4.470566458880894
2023-08-26,Widget D,East,704,60,Male,1.9302722970273143
2023-08-27,Widget B,South,426,44,Male,3.430783613990432
2023-08-28,Widget C,South,852,49,Female,2.6106848330159913
2023-08-29,Widget C,North,934,31,Female,1.831374885678596
2023-08-30,Widget C,South,503,35,Male,4.253627574258719
2023-08-31,Widget D,West,728,45,Male,3.971325105862761
2023-09-01,Widget D,North,705,46,Female,3.6463642638370617
2023-09-02,Widget D,South,774,33,Female,1.9453463610750048
2023-09-03,Widget A,North,710,52,Female,1.3914280108658001
2023-09-04,Widget B,East,724,64,Male,3.3046373193038647
2023-09-05,Widget D,South,458,48,Male,3.2147113341577334
2023-09-06,Widget B,West,702,21,Male,1.753540037339492
2023-09-07,Widget B,South,957,54,Female,1.22498677726069
2023-09-08,Widget C,North,817,34,Female,1.322833816775944
2023-09-09,Widget A,North,116,56,Female,4.9710839460509355
2023-09-10,Widget D,South,373,65,Male,4.134335578971535
2023-09-11,Widget C,West,784,63,Male,4.687949903860691
2023-09-12,Widget C,West,215,43,Female,1.7802188889454533
2023-09-13,Widget D,West,960,65,Male,4.84227414529374
2023-09-14,Widget B,North,792,56,Female,1.5706174058926483
2023-09-15,Widget C,South,190,58,Male,3.0363273142658844
2023-09-16,Widget B,East,181,21,Female,4.318782737668256
2023-09-17,Widget A,North,423,47,Male,2.3992134180463176
2023-09-18,Widget B,West,213,47,Male,2.699314132707602
2023-09-19,Widget A,South,868,39,Female,1.5127404411963914
2023-09-20,Widget B,West,157,28,Female,1.491687519995891
2023-09-21,Widget C,East,253,19,Female,3.4782728991146383
2023-09-22,Widget C,West,976,61,Female,3.702129474480227
2023-09-23,Widget A,West,503,29,Female,4.109330056328773
2023-09-24,Widget D,East,727,47,Male,3.226728210727014
2023-09-25,Widget A,South,954,53,Female,3.5830371690452236
2023-09-26,Widget A,North,365,35,Female,1.0540690867988802
2023-09-27,Widget B,South,414,43,Female,1.6486829085487522
2023-09-28,Widget B,East,814,24,Male,4.939659064067619
2023-09-29,Widget A,West,140,18,Female,1.3039740252633272
2023-09-30,Widget C,South,204,43,Female,3.7151528890409797
2023-10-01,Widget B,North,989,40,Female,1.704330532126865
2023-10-02,Widget D,East,292,43,Male,3.8668743430705677
2023-10-03,Widget B,South,500,62,Male,3.823961611847974
2023-10-04,Widget B,North,377,23,Female,1.9367962391523608
2023-10-05,Widget D,East,453,23,Male,2.0785375968768167
2023-10-06,Widget A,North,848,61,Female,3.619082854408353
2023-10-07,Widget D,East,832,25,Male,2.5603441551208546
2023-10-08,Widget A,West,679,41,Female,1.7781918787996451
2023-10-09,Widget A,South,808,39,Male,3.926718395149927
2023-10-10,Widget A,North,355,36,Female,1.6165900973453367
2023-10-11,Widget D,East,750,54,Female,4.422574656579787
2023-10-12,Widget A,North,923,35,Male,3.05867809620731
2023-10-13,Widget C,North,760,48,Female,1.4228024155172028
2023-10-14,Widget D,South,198,54,Female,3.7762893341239376
2023-10-15,Widget C,West,687,47,Female,3.076652158298162
2023-10-16,Widget A,North,381,59,Female,2.192230287179238
2023-10-17,Widget B,East,982,50,Male,2.6901575208954194
2023-10-18,Widget A,East,502,27,Female,2.193350974349995
2023-10-19,Widget C,West,208,54,Male,2.052103342971136
2023-10-20,Widget C,East,799,29,Male,1.6544336833748488
2023-10-21,Widget D,West,298,47,Male,2.4510685325499035
2023-10-22,Widget B,East,402,44,Male,2.003948825264283
2023-10-23,Widget D,South,426,56,Female,3.7337379482156683
2023-10-24,Widget C,North,253,26,Female,3.7355069646532253
2023-10-25,Widget A,South,651,38,Male,3.0073609702225537
2023-10-26,Widget B,North,744,29,Female,4.111778109881284
2023-10-27,Widget A,North,504,46,Male,4.365358876024192
2023-10-28,Widget A,North,561,50,Female,3.3190658297370925
2023-10-29,Widget B,South,231,60,Female,3.475740651053735
2023-10-30,Widget D,North,890,32,Female,2.1315436391454607
2023-10-31,Widget A,South,973,19,Male,4.579476802822079
2023-11-01,Widget C,West,183,69,Male,1.0968241776901193
2023-11-02,Widget A,East,498,56,Female,2.3944098777713827
2023-11-03,Widget B,East,853,61,Male,3.887201686199424
2023-11-04,Widget B,North,727,35,Male,1.320358038684645
2023-11-05,Widget B,South,208,20,Female,1.7326781097131705
2023-11-06,Widget D,East,320,24,Male,3.3571429114514046
2023-11-07,Widget A,South,652,60,Female,3.2399746858542318
2023-11-08,Widget D,South,467,35,Female,3.95571318452382
2023-11-09,Widget D,North,246,61,Female,4.250450556352687
2023-11-10,Widget B,East,211,55,Male,1.5143183140466765
2023-11-11,Widget B,North,714,54,Female,1.0735239591009682
2023-11-12,Widget D,North,657,50,Female,3.7585540786356244
2023-11-13,Widget A,East,593,61,Male,2.205567183065437
2023-11-14,Widget C,East,604,48,Male,3.5039356556718144
2023-11-15,Widget D,West,574,28,Male,1.6021783522488988
2023-11-16,Widget A,West,935,21,Male,2.8761601866638515
2023-11-17,Widget B,South,989,35,Female,3.0176989842537476
2023-11-18,Widget B,East,370,21,Male,3.3403112654928644
2023-11-19,Widget A,West,520,66,Male,3.0526800653222574
2023-11-20,Widget C,South,996,51,Male,2.9827630809148555
2023-11-21,Widget B,South,806,46,Male,2.330936615935422
2023-11-22,Widget B,South,466,41,Female,1.284720945272345
2023-11-23,Widget B,West,379,39,Male,1.3580807871873692
2023-11-24,Widget A,East,382,19,Female,2.7351130976286147
2023-11-25,Widget D,North,139,61,Male,2.423172511283972
2023-11-26,Widget B,South,288,23,Female,3.064539218697991
2023-11-27,Widget D,West,263,59,Female,2.2193526770250678
2023-11-28,Widget C,West,635,42,Male,3.7516403658212973
2023-11-29,Widget B,North,635,38,Female,4.455819288038042
2023-11-30,Widget B,North,103,33,Male,2.1954527551474707
2023-12-01,Widget C,West,934,48,Female,1.7719360317561144
2023-12-02,Widget B,East,389,31,Female,1.4647222970163565
2023-12-03,Widget D,North,532,56,Female,3.46501616228325
2023-12-04,Widget A,West,570,45,Male,2.7754239645622776
2023-12-05,Widget D,North,280,49,Female,1.7520628687851558
2023-12-06,Widget A,East,347,45,Male,3.6125469331674216
2023-12-07,Widget A,South,727,68,Female,1.5939327320211376
2023-12-08,Widget D,North,378,66,Female,3.21720282339181
2023-12-09,Widget D,East,976,26,Female,3.1085935265010587
2023-12-10,Widget D,West,680,62,Female,3.9369112047443333
2023-12-11,Widget D,North,962,39,Female,1.220438559762667
2023-12-12,Widget C,North,353,49,Female,4.551491727405321
2023-12-13,Widget B,West,280,22,Male,3.811966904587278
2023-12-14,Widget A,South,929,40,Male,1.864503993395049
2023-12-15,Widget D,West,780,22,Male,1.7336213944389587
2023-12-16,Widget D,North,924,59,Female,2.7266408565751337
2023-12-17,Widget D,West,608,49,Male,4.270261318178388
2023-12-18,Widget C,East,860,27,Female,4.3717999725564285
2023-12-19,Widget D,West,799,56,Male,3.081824368557532
2023-12-20,Widget D,North,665,32,Male,4.44324345074695
2023-12-21,Widget D,West,425,24,Female,1.0217748367667623
2023-12-22,Widget B,South,456,46,Female,1.1406985261263864
2023-12-23,Widget C,West,924,64,Male,4.647286374546971
2023-12-24,Widget D,South,749,20,Male,4.101327719543664
2023-12-25,Widget A,East,779,36,Male,2.8028242330015427
2023-12-26,Widget A,South,490,27,Male,4.014440525911949
2023-12-27,Widget A,West,714,45,Female,4.8225578468936865
2023-12-28,Widget C,North,184,46,Male,4.08835809552514
2023-12-29,Widget C,South,416,32,Female,4.369485335273287
2023-12-30,Widget A,East,311,52,Female,4.042426325560247
2023-12-31,Widget D,South,614,23,Male,1.6728443697341664
2024-01-01,Widget C,South,483,29,Female,4.334296438582947
2024-01-02,Widget A,South,790,64,Male,1.7804352800968402
2024-01-03,Widget A,East,441,55,Female,4.570445312176588
2024-01-04,Widget D,West,914,30,Female,2.8345995923243037
2024-01-05,Widget B,South,943,46,Male,3.707907009244114
2024-01-06,Widget C,South,137,36,Female,2.988963391522574
2024-01-07,Widget D,North,610,20,Female,1.3759637176664081
2024-01-08,Widget A,East,519,25,Male,2.1628892304826604
2024-01-09,Widget A,South,850,25,Female,4.9349274159880245
2024-01-10,Widget D,East,268,37,Female,4.842859006679269
2024-01-11,Widget C,South,442,64,Male,2.281947590622189
2024-01-12,Widget B,West,925,21,Male,4.985187216980903
2024-01-13,Widget B,West,405,68,Female,4.382204781987598
2024-01-14,Widget A,South,641,38,Female,3.4438379977290188
2024-01-15,Widget C,West,801,20,Female,1.160498481044038
2024-01-16,Widget B,South,968,62,Male,4.605787318153518
2024-01-17,Widget C,West,636,25,Female,3.229717117057279
2024-01-18,Widget C,North,211,40,Female,4.473904604811079
2024-01-19,Widget A,North,510,33,Female,4.337716479622969
2024-01-20,Widget B,North,305,30,Female,4.332024860804344
2024-01-21,Widget D,East,284,20,Female,3.7926954428596202
2024-01-22,Widget A,East,481,65,Female,2.1656605547041945
2024-01-23,Widget B,North,595,26,Male,2.3446410309780794
2024-01-24,Widget B,East,478,31,Male,2.2338768503307453
2024-01-25,Widget B,West,146,30,Female,1.0801839981302588
2024-01-26,Widget B,South,985,24,Female,3.3302756368592448
2024-01-27,Widget B,South,839,32,Male,3.7953346817841314
2024-01-28,Widget C,South,650,24,Male,4.415463974100814
2024-01-29,Widget A,North,627,55,Male,1.5606617335309214
2024-01-30,Widget C,East,603,51,Female,3.176732595907207
2024-01-31,Widget D,West,121,58,Female,1.0320325626951314
2024-02-01,Widget B,West,312,39,Female,1.380374590842918
2024-02-02,Widget A,North,409,41,Female,1.2168469768239722
2024-02-03,Widget B,West,760,66,Male,3.9019121360619478
2024-02-04,Widget A,West,852,54,Male,1.3242382555104126
2024-02-05,Widget C,West,371,61,Male,3.86581192623516
2024-02-06,Widget A,West,670,18,Male,1.9984988176423335
2024-02-07,Widget D,East,898,27,Female,4.510851842787758
2024-02-08,Widget D,West,301,60,Female,4.252599953455256
2024-02-09,Widget A,South,131,33,Male,4.831320869901106
2024-02-10,Widget A,North,542,63,Male,4.535048061832128
2024-02-11,Widget A,East,261,25,Male,4.733317676465389
2024-02-12,Widget A,West,866,66,Male,4.434969586053231
2024-02-13,Widget D,East,353,42,Male,3.7735276024594215
2024-02-14,Widget B,West,620,67,Female,1.6810366085017439
2024-02-15,Widget A,South,750,29,Female,2.0868300754163718
2024-02-16,Widget A,North,579,42,Male,1.8509078645210923
2024-02-17,Widget D,West,109,34,Male,3.4143431506328223
2024-02-18,Widget D,West,825,43,Male,3.0144797518944055
2024-02-19,Widget C,West,604,63,Female,4.468319988633695
2024-02-20,Widget A,West,884,65,Female,4.810691465996303
2024-02-21,Widget C,North,935,31,Female,2.6194395584725774
2024-02-22,Widget D,North,659,58,Male,3.0254022131232494
2024-02-23,Widget D,South,535,53,Female,4.886065427216557
2024-02-24,Widget B,North,210,40,Male,2.104955766492574
2024-02-25,Widget A,West,252,60,Female,4.169563101435255
2024-02-26,Widget C,South,734,23,Female,1.900959609340985
2024-02-27,Widget D,South,968,64,Female,3.725840461701088
2024-02-28,Widget D,South,201,22,Male,2.0144625105542566
2024-02-29,Widget C,West,852,60,Male,4.534933555325548
2024-03-01,Widget B,East,932,42,Female,3.2459117749467072
2024-03-02,Widget D,West,290,35,Male,1.7437345634975383
2024-03-03,Widget A,North,828,30,Male,1.897476702793944
2024-03-04,Widget D,North,662,60,Male,2.975396782832401
2024-03-05,Widget A,West,903,31,Male,4.846408102299515
2024-03-06,Widget C,West,180,45,Male,4.0785686555346174
2024-03-07,Widget A,South,588,35,Male,2.9532385713033804
2024-03-08,Widget C,West,994,45,Male,2.3508765782488683
2024-03-09,Widget A,South,187,68,Female,3.1970739733937705
2024-03-10,Widget C,North,293,44,Male,3.993443333714479
2024-03-11,Widget A,South,203,49,Male,4.1357143538112
2024-03-12,Widget B,West,882,64,Female,2.2984351923877786
2024-03-13,Widget A,North,195,26,Female,3.884637072855509
2024-03-14,Widget A,East,522,57,Female,3.6311551201447445
2024-03-15,Widget B,South,990,49,Female,4.836449167985176
2024-03-16,Widget D,North,297,37,Male,4.724361162032059
2024-03-17,Widget D,South,100,45,Female,4.157517302414308
2024-03-18,Widget A,North,506,50,Female,3.8935787554197137
2024-03-19,Widget B,North,477,21,Male,2.0961663588171033
2024-03-20,Widget A,South,266,63,Male,4.383861024394133
2024-03-21,Widget C,East,608,51,Male,2.7100228148534646
2024-03-22,Widget C,North,737,65,Female,2.0889621700241787
2024-03-23,Widget A,North,412,20,Male,2.53664303181385
2024-03-24,Widget D,North,692,43,Female,4.343741960066032
2024-03-25,Widget D,East,517,25,Male,1.59453286231154
2024-03-26,Widget A,East,862,23,Male,2.82463496447929
2024-03-27,Widget A,West,780,33,Female,2.9694303781179587
2024-03-28,Widget C,South,576,41,Male,1.1465187903952776
2024-03-29,Widget D,East,172,65,Male,1.7829841181926613
2024-03-30,Widget A,South,240,56,Male,4.306969714303426
2024-03-31,Widget C,West,681,47,Male,4.3230695543790425
2024-04-01,Widget D,South,361,62,Male,2.169660335536992
2024-04-02,Widget B,East,439,30,Female,4.499588938391705
2024-04-03,Widget C,South,407,22,Female,4.087131756273392
2024-04-04,Widget D,East,344,42,Male,2.6716299351816377
2024-04-05,Widget D,South,614,37,Female,3.9936253776201514
2024-04-06,Widget C,East,436,35,Female,4.845338524779224
2024-04-07,Widget B,East,674,64,Female,2.8358788722613952
2024-04-08,Widget C,South,660,35,Male,1.9537087158139346
2024-04-09,Widget D,West,175,19,Male,4.767266000200623
2024-04-10,Widget A,North,979,27,Male,3.414977154253026
2024-04-11,Widget A,West,274,62,Female,1.4210606499217011
2024-04-12,Widget C,South,208,67,Female,3.290731263426758
2024-04-13,Widget D,West,282,64,Male,3.002323557793195
2024-04-14,Widget A,East,291,29,Male,4.4223555763022535
2024-04-15,Widget D,North,164,64,Female,3.1227807590540855
2024-04-16,Widget C,South,948,30,Female,2.0209297373771338
2024-04-17,Widget A,South,573,67,Male,3.702576255459554
2024-04-18,Widget D,South,882,64,Female,3.1703018101423206
2024-04-19,Widget A,North,199,28,Female,1.9321785130674898
2024-04-20,Widget C,East,643,36,Female,3.2945114317716313
2024-04-21,Widget D,South,963,52,Female,4.286142311558745
2024-04-22,Widget A,West,227,56,Female,1.1142836708960417
2024-04-23,Widget C,South,551,43,Female,3.523404154580447
2024-04-24,Widget A,South,468,63,Female,2.3983407831375683
2024-04-25,Widget A,South,950,31,Male,2.1706857830376967
2024-04-26,Widget B,South,142,62,Male,2.570351001444445
2024-04-27,Widget B,East,983,61,Female,2.3680906569919267
2024-04-28,Widget C,West,518,41,Female,4.328956426833766
2024-04-29,Widget B,East,587,58,Female,2.099191243071602
2024-04-30,Widget C,West,177,18,Male,3.9326120924263415
2024-05-01,Widget B,South,925,68,Male,1.3762392809143549
2024-05-02,Widget A,North,900,60,Female,4.805585489937663
2024-05-03,Widget C,East,369,39,Male,3.489266548994207
2024-05-04,Widget C,North,773,40,Female,3.8268743081782404
2024-05-05,Widget A,East,800,36,Female,2.192157328377804
2024-05-06,Widget C,South,858,35,Female,2.6483862748324585
2024-05-07,Widget C,East,999,29,Female,1.895113545083905
2024-05-08,Widget B,South,827,45,Female,4.730144343208895
2024-05-09,Widget C,East,414,45,Female,2.9524177884055107
2024-05-10,Widget D,South,950,50,Female,3.52179246263196
2024-05-11,Widget A,South,988,36,Male,3.9370881221228617
2024-05-12,Widget B,West,267,45,Female,2.484424364398156
2024-05-13,Widget B,South,438,69,Male,3.880406618156565
2024-05-14,Widget D,West,292,66,Female,3.7039699590253607
2024-05-15,Widget A,South,552,54,Female,3.822637335495786
2024-05-16,Widget A,North,382,43,Male,2.9569196008184515
2024-05-17,Widget B,South,435,52,Male,2.5317495291664684
2024-05-18,Widget C,North,489,51,Female,1.8883287528359594
2024-05-19,Widget B,North,624,52,Male,4.298505411203571
2024-05-20,Widget A,South,339,57,Female,3.4334001861267147
2024-05-21,Widget D,North,931,33,Female,2.77740878438998
2024-05-22,Widget B,West,582,55,Male,4.775983626842446
2024-05-23,Widget A,East,758,30,Male,1.1913552500281552
2024-05-24,Widget B,South,815,40,Male,4.40068778082019
2024-05-25,Widget C,North,691,39,Male,4.990330371783889
2024-05-26,Widget B,South,990,33,Female,4.547768443531469
2024-05-27,Widget B,West,654,45,Male,4.241746342462501
2024-05-28,Widget A,South,557,65,Male,2.4972239736252986
2024-05-29,Widget A,South,188,52,Male,1.925256729049174
2024-05-30,Widget A,North,759,62,Male,3.9394020819984044
2024-05-31,Widget B,West,194,63,Male,2.2183014651542736
2024-06-01,Widget C,East,551,25,Female,1.7041587286198827
2024-06-02,Widget D,East,527,61,Female,4.146103548414365
2024-06-03,Widget D,North,250,39,Male,2.250174608946889
2024-06-04,Widget A,South,613,38,Male,4.6577669179493535
2024-06-05,Widget A,North,475,43,Female,4.362530579276501
2024-06-06,Widget B,North,121,57,Male,4.390561318037021
2024-06-07,Widget D,North,982,38,Female,4.086278904223304
2024-06-08,Widget A,South,412,42,Female,4.523525695098947
2024-06-09,Widget C,West,939,58,Male,4.2229875687124805
2024-06-10,Widget C,North,618,18,Female,3.4100454542989147
2024-06-11,Widget A,South,305,23,Male,2.1832908743274526
2024-06-12,Widget A,West,474,40,Male,4.552836772856596
2024-06-13,Widget D,North,550,68,Female,4.362414491092768
2024-06-14,Widget D,East,725,40,Female,2.8915172888421803
2024-06-15,Widget B,West,883,60,Male,1.1563147440078207
2024-06-16,Widget D,North,694,60,Female,3.554174909607654
2024-06-17,Widget C,West,278,40,Male,1.202387414706327
2024-06-18,Widget C,West,309,49,Female,4.705119847393629
2024-06-19,Widget A,West,599,47,Female,4.846525026501228
2024-06-20,Widget D,West,563,30,Male,1.757960583598417
2024-06-21,Widget B,West,939,60,Male,3.70555751221964
2024-06-22,Widget C,West,223,35,Male,1.369076018251051
2024-06-23,Widget C,North,212,40,Female,3.9180677142924885
2024-06-24,Widget B,East,111,32,Male,2.3891506646106984
2024-06-25,Widget B,South,225,50,Male,3.724200446921781
2024-06-26,Widget C,West,664,38,Female,2.4915060368087114
2024-06-27,Widget C,South,430,56,Female,1.582270039332943
2024-06-28,Widget B,North,382,40,Male,2.6244399220102315
2024-06-29,Widget C,West,239,44,Male,1.45069410653916
2024-06-30,Widget A,East,500,62,Male,3.307533099907783
2024-07-01,Widget A,South,196,61,Male,1.163806128597919
2024-07-02,Widget B,West,616,35,Female,3.109278718399439
2024-07-03,Widget D,North,668,41,Female,4.545474588382163
2024-07-04,Widget B,East,945,68,Male,4.351493080477451
2024-07-05,Widget B,South,168,64,Male,4.531126798505987
2024-07-06,Widget D,South,217,57,Male,4.688195208508429
2024-07-07,Widget D,West,987,68,Female,1.418111551502777
2024-07-08,Widget D,East,158,59,Male,1.5149888115028523
2024-07-09,Widget A,East,132,24,Male,3.2280272252525144
2024-07-10,Widget C,East,417,67,Female,4.575890673697717
2024-07-11,Widget A,East,149,65,Female,4.897397826096123
2024-07-12,Widget C,North,979,37,Male,1.1850476693599998
2024-07-13,Widget A,East,588,44,Male,2.4230963368026406
2024-07-14,Widget C,South,118,23,Female,1.8515770186399738
2024-07-15,Widget A,South,825,44,Male,4.023863395724993
2024-07-16,Widget D,North,296,26,Male,3.560775474148128
2024-07-17,Widget B,South,990,62,Female,1.4795521259353817
2024-07-18,Widget A,South,549,48,Female,2.934088269459886
2024-07-19,Widget C,East,658,38,Female,3.7417620894851655
2024-07-20,Widget D,South,778,43,Male,4.11602157569615
2024-07-21,Widget A,North,551,57,Female,1.080210839136034
2024-07-22,Widget A,East,388,65,Female,4.561878295935559
2024-07-23,Widget D,West,240,62,Male,3.2771255318020978
2024-07-24,Widget A,East,183,30,Male,4.247636459839619
2024-07-25,Widget B,North,793,66,Female,4.231752120057134
2024-07-26,Widget A,East,490,40,Female,1.7594106410838766
2024-07-27,Widget B,East,690,37,Male,1.4406884810145324
2024-07-28,Widget B,North,314,54,Male,3.8851490758953067
2024-07-29,Widget D,East,625,45,Female,1.6257076752864763
2024-07-30,Widget A,North,314,34,Female,4.399749965618895
2024-07-31,Widget D,North,502,45,Male,3.9047579354484205
2024-08-01,Widget A,West,227,58,Female,4.36730145746105
2024-08-02,Widget A,South,921,19,Male,2.1960507184373843
